정류소명,X좌표,Y좌표,정류버스수,행정동,행정동_경도,행정동_위도
미아사거리역,127.030002312,37.613765142,"48",송천동,127.023867953194,37.6183082018123
석계역,127.067230707,37.6150652627,"25",석관동,127.061437018874,37.6129823955615
종암경찰서,127.0331233065,37.6014694388,"24",종암동,127.035212918853,37.5990602270364
한진한화그랑빌아파트,127.0699139994,37.6182551734,"23",월계3동,127.069259441759,37.6210148773678
석계역2번출구,127.0670040201,37.6151943546,"18",석관동,127.061437018874,37.6129823955615
북서울꿈의숲,127.044351703,37.6191103466,"16",번3동,127.046607942442,37.6258733091828
쌍용아파트,127.0684653793,37.6013841609,"16",이문2동,127.065116407676,37.6033794793655
석계역1번출구.A,127.0650456799,37.6148135182,"16",월계1동,127.063001311172,37.6198903481161
돌곶이역,127.0562793957,37.6105012387,"14",장위2동,127.054518647758,37.612405557741
석관동주민센터,127.0616826036,37.6134158282,"14",석관동,127.061437018874,37.6129823955615
성가복지병원,127.0313059234,37.6059147758,"13",길음2동,127.02731160121,37.6066955102538
장위래미안아파트,127.0522655429,37.6188638365,"13",장위3동,127.056605765307,37.6165491221755
신도브래뉴.한전노원변전소,127.0591244256,37.6281914791,"12",월계1동,127.063001311172,37.6198903481161
꿈의숲아이파크아파트,127.0513851554,37.6181571288,"12",장위1동,127.043737294008,37.6140462415576
장곡초교사거리,127.0497292935,37.6169933793,"12",장위2동,127.054518647758,37.612405557741
장위3동주민센터,127.057351183,37.6160397599,"12",장위3동,127.056605765307,37.6165491221755
월계미륭아파트,127.0681410488,37.6238828181,"12",월계3동,127.069259441759,37.6210148773678
월계미성아파트,127.0692272096,37.6214859426,"12",월계3동,127.069259441759,37.6210148773678
한천초등학교,127.0698910941,37.6194118397,"12",월계3동,127.069259441759,37.6210148773678
석계역굴다리앞,127.065762708,37.6144115404,"12",석관동,127.061437018874,37.6129823955615
송중초등학교,127.0316605575,37.6164471234,"11",송중동,127.033793824171,37.6161289893513
숭곡초등학교입구,127.0321633111,37.6100659535,"10",송중동,127.033793824171,37.6161289893513
인덕삼거리,127.057411011,37.6285147109,"10",월계1동,127.063001311172,37.6198903481161
장위1동치안센터,127.0457891407,37.6138602395,"10",장위1동,127.043737294008,37.6140462415576
장위1동주민센터,127.043041325,37.6139058144,"10",장위1동,127.043737294008,37.6140462415576
월곡1동주민센터,127.0353400807,37.6105762289,"10",월곡1동,127.035775560243,37.6105530868712
월곡동두산아파트,127.0366654139,37.6066346712,"10",월곡1동,127.035775560243,37.6105530868712
광운대역,127.0617708112,37.6226621218,"10",월계1동,127.063001311172,37.6198903481161
석관시장,127.0591038529,37.60871156,"10",석관동,127.061437018874,37.6129823955615
석관동새마을금고,127.0602756928,37.6076045876,"10",석관동,127.061437018874,37.6129823955615
한국예술종합학교,127.061895545,37.6056550639,"10",석관동,127.061437018874,37.6129823955615
의릉입구,127.061975745,37.6038766379,"10",이문2동,127.065116407676,37.6033794793655
국민은행장위동지점,127.0488350355,37.6139053753,"9",장위1동,127.043737294008,37.6140462415576
월계현대아파트,127.060144,37.622966,"9",월계1동,127.063001311172,37.6198903481161
물류센터,127.0641367096,37.6170744406,"9",월계1동,127.063001311172,37.6198903481161
창문여고앞,127.0360801756,37.612149839,"8",월곡1동,127.035775560243,37.6105530868712
창문여고,127.0357831591,37.6118940155,"8",월곡1동,127.035775560243,37.6105530868712
장곡초교,127.0486325152,37.6160645279,"8",장위2동,127.054518647758,37.612405557741
장위동고개,127.0404890653,37.6144062254,"8",장위1동,127.043737294008,37.6140462415576
월곡중학교,127.0492351354,37.606790003,"8",월곡2동,127.047886454934,37.6057915694944
염광고등학교,127.0502978111,37.6272274804,"8",월계2동,127.050744898159,37.6324920497049
장위119안전센터,127.0581542333,37.6152447096,"8",장위3동,127.056605765307,37.6165491221755
인덕대앞,127.0574366108,37.6291167449,"7",월계1동,127.063001311172,37.6198903481161
월계삼거리,127.0601348,37.62299196,"7",월계1동,127.063001311172,37.6198903481161
광운대학교,127.0582047051,37.6198175394,"7",월계1동,127.063001311172,37.6198903481161
벼루말교,127.0552244089,37.6198525717,"7",월계1동,127.063001311172,37.6198903481161
생명의전화,127.0374580008,37.6041484498,"7",월곡2동,127.047886454934,37.6057915694944
KT월곡지사,127.0351662979,37.6028019378,"7",월곡1동,127.035775560243,37.6105530868712
월곡역,127.042305076,37.6028439593,"7",월곡2동,127.047886454934,37.6057915694944
오현초등학교,127.0481201397,37.6233206964,"6",장위3동,127.056605765307,37.6165491221755
월계2교.참누리아파트,127.050430234,37.6232517077,"6",장위3동,127.056605765307,37.6165491221755
광운초교앞,127.0530250548,37.6197549224,"6",장위3동,127.056605765307,37.6165491221755
번동주공3단지,127.0435478216,37.6290833764,"6",번3동,127.046607942442,37.6258733091828
번동주공1단지,127.0482017225,37.6255500667,"6",번3동,127.046607942442,37.6258733091828
장삼주유소,127.0592801434,37.6141541994,"6",장위3동,127.056605765307,37.6165491221755
새석관시장,127.052676851,37.6086112316,"6",장위2동,127.054518647758,37.612405557741
성북우체국현대백화점,127.0293074582,37.607859421,"6",길음2동,127.02731160121,37.6066955102538
석관동코오롱아파트,127.0662105478,37.6066111551,"6",석관동,127.061437018874,37.6129823955615
롯데백화점미아점,127.030862,37.614651,"6",송중동,127.033793824171,37.6161289893513
방천시장입구,127.0326975602,37.6115440433,"6",송중동,127.033793824171,37.6161289893513
인덕대학교,127.0554039984,37.6284456688,"6",월계2동,127.050744898159,37.6324920497049
