경도,위도
127.03000231200001,37.613765142
127.06723070700001,37.6150652627
127.0331233065,37.6014694388
127.0699139994,37.6182551734
127.0670040201,37.6151943546
127.04435170299999,37.619110346599996
127.06846537930001,37.601384160900004
127.0650456799,37.6148135182
127.0562793957,37.610501238699996
127.0616826036,37.613415828200004
127.0313059234,37.6059147758
127.0522655429,37.6188638365
127.05912442559999,37.628191479099996
127.05138515540001,37.6181571288
127.04972929350001,37.6169933793
127.057351183,37.6160397599
127.06814104879999,37.6238828181
127.06922720959999,37.6214859426
127.0698910941,37.6194118397
127.065762708,37.6144115404
127.0316605575,37.6164471234
127.0321633111,37.6100659535
127.057411011,37.6285147109
127.0457891407,37.6138602395
127.043041325,37.6139058144
127.0353400807,37.6105762289
127.0366654139,37.6066346712
127.0617708112,37.6226621218
127.05910385290001,37.60871156
127.0602756928,37.6076045876
127.061895545,37.605655063899995
127.061975745,37.6038766379
127.04883503549999,37.6139053753
127.060144,37.622966
127.06413670959999,37.6170744406
127.03608017559999,37.612149839000004
127.03578315909999,37.6118940155
127.0486325152,37.6160645279
127.04048906530001,37.614406225399996
127.04923513540001,37.606790003
127.05029781110001,37.6272274804
127.0581542333,37.6152447096
127.0574366108,37.629116744899996
127.0601348,37.62299196
127.0582047051,37.6198175394
127.05522440889999,37.6198525717
127.0374580008,37.6041484498
127.0351662979,37.6028019378
127.042305076,37.602843959299996
127.04812013969999,37.6233206964
127.05043023399999,37.6232517077
127.05302505479999,37.6197549224
127.0435478216,37.6290833764
127.0482017225,37.6255500667
127.0592801434,37.6141541994
127.052676851,37.6086112316
127.0293074582,37.607859421
127.06621054780001,37.606611155100005
127.03086200000001,37.614651
127.0326975602,37.6115440433
127.0554039984,37.6284456688
127.0321966828,37.6099865112
127.0566594175,37.6188660738
127.03571504840001,37.6094604036
127.03927669030001,37.6024463392
127.03591551379999,37.6091337935
127.05355799959999,37.6194455702
127.05018979399999,37.6236626522
127.0447746193,37.6043772721
127.0301831322,37.6140773192
127.0649948772,37.6147956084
127.0462442958,37.6296773288
127.0618846833,37.5993595908
127.06209312530001,37.600104750300005
127.030547612,37.6129620654
127.0457646759,37.6211985379
127.03807107639999,37.6136824773
127.051330169,37.625256693400004
127.0529217351,37.6260697433
127.03899005790001,37.6137718421
127.05633256649999,37.6189768607
127.05902285200001,37.6119724842
127.04649854600001,37.605375272399996
127.04273806190001,37.6030780961
127.06785633129999,37.6026369403
127.0375376766,37.6237467257
127.0360478307,37.6186235976
127.0346057144,37.6165921427
127.0305479083,37.6128764327
127.05131020299999,37.626592317800004
127.0526217886,37.627417639499996
127.053934509,37.6282447416
127.0538662482,37.6283161379
127.05155378879999,37.6268574729
127.04709970370001,37.6281242037
127.07272228309999,37.6177869251
127.0616252459,37.6118111213
127.050071714,37.6162620089
127.05282920459999,37.614534338
127.0555666051,37.6121148984
127.03344092270001,37.616113815700004
127.0447050265,37.625315272399995
127.0441844335,37.6261041404
127.044169,37.627604999999996
127.04230264290001,37.6282553209
127.0409978842,37.628010002399996
127.0505774991,37.6133526801
127.05289283379999,37.6140191724
127.0541403238,37.6146242681
127.05527562489999,37.6156235698
127.05628204889999,37.6167577229
127.05531037739999,37.627948438699995
127.05257639979999,37.6262050932
127.04543311190001,37.6208240912
127.038206836,37.6137042583
127.0430151093,37.617937351
127.03750961450001,37.6020920985
127.0312411151,37.603735216
127.05648383319999,37.6104997577
127.06463429200001,37.6113152338
127.0640834652,37.6092970443
127.0646596925,37.6089157451
127.0368186991,37.625902579299996
127.0341744435,37.6133294336
127.05072326610001,37.624075321199996
127.047631684,37.617751121
127.0392563635,37.6043332529
127.04433853530001,37.6053405371
127.048608795,37.6235755993
127.0506539883,37.6268866383
127.0510547779,37.630341700900004
127.0510560694,37.630071307
127.0378623074,37.6137607716
127.0380219999,37.6150510498
127.03245392219999,37.6221591128
127.03273353040001,37.6212046995
127.0329630814,37.6201099957
127.0332567789,37.6187106157
127.0339622827,37.616613030500005
127.0303895711,37.610186309899994
127.04659787979999,37.6261664542
127.0607459164,37.6158671576
127.06430874870001,37.6166561525
127.05679850879999,37.596656081999996
127.05716699999999,37.598359
127.0403773164,37.6059432979
127.03436159620001,37.6130464866
127.0378041515,37.6038808662
127.04266879040001,37.6041718432
127.04539737120001,37.6061943161
127.04610040790001,37.6068995239
127.0470940841,37.6076246562
127.0476355336,37.609799438
127.04896879260001,37.612611876799996
127.0414490129,37.6143145571
127.05249306290001,37.6220024041
127.053815641,37.6206463998
127.0553773123,37.6172416885
127.05149968139999,37.626235208800004
127.05780800000001,37.629458
127.03344679700001,37.6160637895
127.0523484169,37.6223084374
127.0328803629,37.6092867313
127.0345078006,37.6064757542
127.0360628034,37.604553533600004
127.0433257276,37.6018387668
127.042078554,37.5972359828
127.0412654657,37.5975815105
127.0411526517,37.5999329183
127.06638354,37.610806229299996
127.06492,37.614739
127.038032244,37.615850387399995
127.03719193709999,37.6160925583
127.03714000049999,37.6154856509
127.0371286153,37.6147442136
127.0371149982,37.613977243499995
127.0368319191,37.6263100731
127.0478075576,37.622923477
127.05731506149999,37.628520462
127.05967823879999,37.6182338135
127.063451105,37.619363316
127.05482229360001,37.6289188127
127.0569678053,37.595624173000004
127.0568928567,37.5956612482
127.0405848691,37.6119173238
127.0404052229,37.6110199223
127.0394407938,37.6086600452
127.0403956785,37.6074502135
127.04103085889999,37.6074568456
127.040829,37.606631
127.046122715,37.6091149077
127.04546711219999,37.6113706184
127.04489587440001,37.6119083067
127.0439306201,37.6122197761
127.04304498100001,37.6116020139
127.0414159794,37.612020549
127.0423605951,37.6043556295
127.0412407894,37.6058750873
127.038847725,37.6051689886
127.0436972641,37.6166192546
127.0481967359,37.6136553947
127.0483028688,37.6233561997
127.0643177157,37.6146171407
127.0460835091,37.6205986866
127.0458004834,37.6189432926
127.04705027959999,37.6180947695
127.0512423493,37.6186030455
127.03128823530001,37.605972660300004
